local_path,description,room_type,wc,caption,tokens
images/kitchen/kitchen_00997.jpg,"l-shaped dark wood floor and brown floor kitchen with an undermount sink, flat-panel cabinets, white cabinets, white backsplash, stainless steel appliances, an island and gray countertops",kitchen,26,l shaped dark wood floor and brown floor kitchen with an undermount sink flat panel cabinets white cabinets white backsplash stainless steel appliances an island and gray countertops,"[1, 2065, 3318, 964, 4154, 1440, 137, 489, 1440, 2042, 4147, 133, 3912, 3386, 1429, 2699, 536, 4120, 536, 4120, 263, 3524, 3555, 174, 133, 1938, 137, 1629, 873, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
images/pool/poolroom_00998.jpg,"Blue Lagoon, Intimate backyard, pool, Los Angeles, Pool, Outdoor oasis, Tranquil, Relaxation, Refreshing, Poolside, Water feature, Lounge area, Poolside seating, Outdoor entertainment, Poolside retreat, Resort-like, Serene, Sunbathing, Poolside landscaping, Poolside ambiance, Outdoor living, Summer vibes, Outdoor beauty These keywords, separated by commas, can help describe and discuss various aspects of the ""Blue Lagoon Intimate Backyard"" pool. Let me know if there's anything else I can assist you with!",pool,68,blue lagoon intimate backyard pool los angeles pool outdoor oasis tranquil relaxation refreshing poolside water feature lounge area poolside seating outdoor entertainment poolside retreat resort like serene sunbathing poolside landscaping poolside ambiance outdoor living summer vibes outdoor beauty these keywords separated by commas can help describe and discuss various aspects of the blue lagoon intimate backyard pool let me know if there's anything else i can assist you with,"[1, 406, 2072, 1926, 265, 2848, 2231, 145, 2848, 2648, 2579, 3844, 3054, 3042, 2851, 4064, 1363, 2234, 198, 2851, 3257, 2648, 1251, 2851, 3108, 3095, 2172, 3291, 3631, 2851, 2087, 2851, 121, 2648, 2204, 3629, 4004, 2648, 330, 2]"
images/bathroom/bathroom_02768.jpg,bathroom with a hinged shower door,bathroom,6,bathroom with a hinged shower door,"[1, 310, 4147, 7, 1775, 3360, 1091, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
images/bedroom/bedroom_00739.jpg,"White Oak flooring - rift and quartersawn - select grade - custom milled by Hull Forest Products, 1-800-928-9602. Floors are available unfinished or prefinished and ship nationwide direct from our mill - we also deliver throughout the Northeast. Design by Krajewski Architect. Dwell Magazine.",bedroom,44,white oak flooring rift and quartersawn select grade custom milled by hull forest products floors are available unfinished or prefinished and ship nationwide direct from our mill we also deliver throughout the northeast design by krajewski architect dwell magazine,"[1, 4120, 2576, 1441, 3128, 137, 2954, 3276, 1615, 942, 2399, 527, 1821, 1469, 2917, 1442, 197, 246, 3917, 2621, 2884, 137, 3347, 2504, 1053, 1506, 2643, 2398, 4078, 112, 1001, 3773, 3738, 3, 1012, 527, 3, 189, 3, 2]"
images/kitchen/kitchen_02922.jpg,"light wood floor and brown floor eat-in kitchen with an undermount sink, flat-panel cabinets, light wood cabinets, marble countertops, white backsplash, marble backsplash, stainless steel appliances, an island and white countertops",kitchen,31,light wood floor and brown floor eat in kitchen with an undermount sink flat panel cabinets light wood cabinets marble countertops white backsplash marble backsplash stainless steel appliances an island and white countertops,"[1, 2167, 4154, 1440, 137, 489, 1440, 1163, 1858, 2042, 4147, 133, 3912, 3386, 1429, 2699, 536, 2167, 4154, 536, 2303, 873, 4120, 263, 2303, 263, 3524, 3555, 174, 133, 1938, 137, 4120, 873, 2, 0, 0, 0, 0, 0]"
images/pool/poolroom_01934.jpg,Exterior Pool Furniture - San Diego Furniture Store | Le Dimora backyard stone and custom-shaped pool,pool,16,exterior pool furniture san diego furniture store le dimora backyard stone and custom shaped pool,"[1, 1322, 2848, 1523, 3200, 1040, 1523, 3579, 2121, 3, 265, 3571, 137, 942, 3318, 2848, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
images/pool/poolroom_01876.jpg,backyard stone and l-shaped pool house remodel,pool,7,backyard stone and l shaped pool house remodel,"[1, 265, 3571, 137, 2065, 3318, 2848, 1811, 3063, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
images/bathroom/bathroom_01014.jpg,multicolored tile and glass tile bathroom,bathroom,6,multicolored tile and glass tile bathroom,"[1, 2484, 3782, 137, 1580, 3782, 310, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
images/pool/poolroom_02737.jpg,backyard stone and rectangular pool landscaping remodel,pool,7,backyard stone and rectangular pool landscaping remodel,"[1, 265, 3571, 137, 3020, 2848, 2087, 3063, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
images/bathroom/bathroom_00083.jpg,"PB Teen bedroom, featuring Coco Crystal pendant chandelier, Wayfair leaning mirrors, Restoration Hardware and Wisteria Peony wall art. Bathroom features Cambridge plumbing and claw foot slipper cooking bathtub, Ferguson plumbing fixtures, 4-panel frosted glass bard door, and magnolia weave white carrerrea marble floor and wall tile.",bathroom,46,pb teen bedroom featuring coco crystal pendant chandelier wayfair leaning mirrors restoration hardware and wisteria peony wall art bathroom features cambridge plumbing and claw foot slipper cooking bathtub ferguson plumbing fixtures panel frosted glass bard door and magnolia weave white carrerrea marble floor and wall tile,"[1, 3, 3711, 337, 1366, 3, 921, 2748, 637, 3, 3, 2415, 3099, 1702, 137, 3, 3, 4044, 208, 310, 1365, 552, 2838, 137, 702, 1465, 3419, 844, 314, 1374, 2838, 1420, 2699, 1509, 1580, 3, 1091, 137, 2269, 2]"
images/living-room/living-room_00990.jpg,"Zen Residence by Locati Architects, Interior Design by Cashmere Interior, and open concept light wood floor and gray floor living room with white walls",living-room,24,zen residence by locati architects interior design by cashmere interior and open concept light wood floor and gray floor living room with white walls,"[1, 4198, 3090, 527, 2215, 190, 1922, 1012, 527, 601, 1922, 137, 2609, 798, 2167, 4154, 1440, 137, 1629, 1440, 2204, 3160, 4147, 4120, 4048, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
images/home-office/home-office_02139.jpg,"fit for any quilter, painter or artist. built-in desk porcelain tile and white floor craft room remodel with gray walls",home-office,20,fit for any quilter painter or artist built in desk porcelain tile and white floor craft room remodel with gray walls,"[1, 1413, 1467, 162, 3, 3, 2621, 213, 506, 1858, 1021, 2856, 3782, 137, 4120, 1440, 892, 3160, 3063, 4147, 1629, 4048, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
images/living-room/living-room_02908.jpg,"Emily Heinz, Downtown Real Estate Partners & Laurie White, WhiteLight Images Ornate formal medium tone wood floor living room with multicolored walls, a standard fireplace and no tv",living-room,28,emily heinz downtown real estate partners laurie white whitelight images ornate formal medium tone wood floor living room with multicolored walls a standard fireplace and no tv,"[1, 1220, 3, 1105, 3001, 1279, 2717, 2110, 4120, 3, 1844, 2636, 1471, 2365, 3809, 4154, 1440, 2204, 3160, 4147, 2484, 4048, 7, 3531, 1407, 137, 2550, 3898, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
images/bedroom/bedroom_02834.jpg,"A stunning bedroom brimming with shiplap, ruffles, scraped wood floor, beams, and natural textures cottage bedroom",bedroom,16,a stunning bedroom brimming with shiplap ruffles scraped wood floor beams and natural textures cottage bedroom,"[1, 7, 3608, 337, 3, 4147, 3348, 3, 3240, 4154, 1440, 326, 137, 2506, 3731, 864, 337, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
images/bathroom/bathroom_00082.jpg,master gray tile and ceramic tile pebble tile floor corner shower design with gray walls,bathroom,15,master gray tile and ceramic tile pebble tile floor corner shower design with gray walls,"[1, 2324, 1629, 3782, 137, 626, 3782, 2739, 3782, 1440, 858, 3360, 1012, 4147, 1629, 4048, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
images/bathroom/bathroom_00106.jpg,A guest bath transformation in Bothell featuring a unique aesthetic complete with a floral patterned tile flooring and a bold Moroccan-inspired green shower surround.,bathroom,24,a guest bath transformation in bothell featuring a unique aesthetic complete with a floral patterned tile flooring and a bold moroccan inspired green shower surround,"[1, 7, 1656, 308, 3847, 1858, 3, 1366, 7, 3920, 65, 787, 4147, 7, 1443, 2726, 3782, 1441, 137, 7, 419, 2456, 1903, 1634, 3360, 3652, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
images/pool/poolroom_02206.jpg,"Custom cedar shingle patterns provide a playful exterior to this sixties center hall colonial changed to a new side entry with porch and entry vestibule addition. A raised stone planter vegetable garden and front deck add texture, blending and touches. Custom windows allow water views and ocean breezes throughout.",pool,49,custom cedar shingle patterns provide a playful exterior to this sixties center hall colonial changed to a new side entry with porch and entry vestibule addition a raised stone planter vegetable garden and front deck add texture blending and touches custom windows allow water views and ocean breezes throughout,"[1, 942, 614, 3, 2727, 2929, 7, 2830, 1322, 3797, 3759, 3, 620, 1671, 751, 640, 3797, 7, 2532, 3369, 1255, 4147, 2858, 137, 1255, 4001, 51, 7, 2979, 3571, 2822, 3, 1535, 137, 1507, 981, 48, 3729, 399, 2]"
images/bedroom/bedroom_00913.jpg,master medium tone wood floor bedroom with beige walls and no fireplace,bedroom,12,master medium tone wood floor bedroom with beige walls and no fireplace,"[1, 2324, 2365, 3809, 4154, 1440, 337, 4147, 345, 4048, 137, 2550, 1407, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
images/bedroom/bedroom_00272.jpg,island style dark wood floor and black floor bedroom with beige walls,bedroom,12,island style dark wood floor and black floor bedroom with beige walls,"[1, 1938, 3610, 964, 4154, 1440, 137, 389, 1440, 337, 4147, 345, 4048, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
images/bathroom/bathroom_02592.jpg,"Primary bathroom 1960s master green tile and ceramic tile white floor, double-sink and shiplap ceiling bathroom with medium tone wood cabinets, white walls, an integrated sink, quartz countertops, a hinged shower door, white countertops, a niche, a built-in vanity and flat-panel cabinets",bathroom,42,primary bathroom s master green tile and ceramic tile white floor double sink and shiplap ceiling bathroom with medium tone wood cabinets white walls an integrated sink quartz countertops a hinged shower door white countertops a niche a built in vanity and flat panel cabinets,"[1, 2901, 310, 3188, 2324, 1634, 3782, 137, 626, 3782, 4120, 1440, 1095, 3386, 137, 3348, 615, 310, 4147, 2365, 3809, 4154, 536, 4120, 4048, 133, 1915, 3386, 2955, 873, 7, 1775, 3360, 1091, 4120, 873, 7, 2539, 7, 2]"
images/living-room/living-room_02140.jpg,Grand living room fireplace. Cultured stone tight stacked. Stone cap hearth. Wood mantle and wood built-ins surrounding the fireplace. Hardwood floors. Vaulted ceilings in this new construction home.,living-room,28,grand living room fireplace cultured stone tight stacked stone cap hearth wood mantle and wood built ins surrounding the fireplace hardwood floors vaulted ceilings in this new construction home,"[1, 1618, 2204, 3160, 1407, 926, 3571, 3781, 3516, 3571, 566, 1726, 4154, 2299, 137, 4154, 506, 1897, 3654, 3738, 1407, 1703, 1442, 3981, 616, 1858, 3759, 2532, 815, 1792, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
images/living-room/living-room_00651.jpg,"open concept light wood floor and beige floor living room with white walls, a standard fireplace, a stone fireplace and a wall-mounted tv",living-room,23,open concept light wood floor and beige floor living room with white walls a standard fireplace a stone fireplace and a wall mounted tv,"[1, 2609, 798, 2167, 4154, 1440, 137, 345, 1440, 2204, 3160, 4147, 4120, 4048, 7, 3531, 1407, 7, 3571, 1407, 137, 7, 4044, 2468, 3898, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
images/pool/poolroom_01085.jpg,For more photos of this project see: LEBLANC backyard stone and rectangular lap pool fountain design,pool,16,for more photos of this project see leblanc backyard stone and rectangular lap pool fountain design,"[1, 1467, 2452, 2785, 2583, 3759, 2922, 3270, 2133, 265, 3571, 137, 3020, 2095, 2848, 1482, 1012, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
images/home-office/home-office_03678.jpg,"C-alan Homes, Best Light Environments, LLC, Visual Comfort, Hudson Valley,Restoration Hardware, Benjamin Moore, West Elm, CB2, Crate and barrel Study room - freestanding desk dark wood floor and brown floor study room with blue walls",home-office,35,c alan homes best light environments llc visual comfort hudson valley restoration hardware benjamin moore west elm cb crate and barrel study room freestanding desk dark wood floor and brown floor study room with blue walls,"[1, 528, 85, 1797, 367, 2167, 1259, 2207, 4024, 771, 1819, 3965, 3099, 1702, 359, 2449, 4104, 1209, 613, 898, 137, 291, 3607, 3160, 1498, 1021, 964, 4154, 1440, 137, 489, 1440, 3607, 3160, 4147, 406, 4048, 2, 0, 0]"
images/kitchen/kitchen_03775.jpg,"u-shaped light wood floor and gray floor eat-in kitchen with an undermount sink, flat-panel cabinets, black cabinets, marble countertops, white backsplash, stone slab backsplash, stainless steel appliances, an island and white countertops",kitchen,32,u shaped light wood floor and gray floor eat in kitchen with an undermount sink flat panel cabinets black cabinets marble countertops white backsplash stone slab backsplash stainless steel appliances an island and white countertops,"[1, 3907, 3318, 2167, 4154, 1440, 137, 1629, 1440, 1163, 1858, 2042, 4147, 133, 3912, 3386, 1429, 2699, 536, 389, 536, 2303, 873, 4120, 263, 3571, 3404, 263, 3524, 3555, 174, 133, 1938, 137, 4120, 873, 2, 0, 0, 0]"
images/kitchen/kitchen_02182.jpg,"Unique green kitchen with glass window cabinets, beautiful dark island, quartzite leather finish counter tops, counter tops, counter to ceiling backslash and beautiful stainless steel appliances.",kitchen,26,unique green kitchen with glass window cabinets beautiful dark island quartzite leather finish counter tops counter tops counter to ceiling backslash and beautiful stainless steel appliances,"[1, 3920, 1634, 2042, 4147, 1580, 4139, 536, 328, 964, 1938, 2956, 2129, 1395, 869, 3820, 869, 3820, 869, 3797, 615, 262, 137, 328, 3524, 3555, 174, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
images/living-room/living-room_00297.jpg,Family room Living room - living room,living-room,7,family room living room living room,"[1, 1346, 3160, 2204, 3160, 2204, 3160, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
images/bedroom/bedroom_01572.jpg,"Custom built-in bed and storage Bedroom - master light wood floor, beige floor and vaulted ceiling bedroom with white walls",bedroom,20,custom built in bed and storage bedroom master light wood floor beige floor and vaulted ceiling bedroom with white walls,"[1, 942, 506, 1858, 335, 137, 3578, 337, 2324, 2167, 4154, 1440, 345, 1440, 137, 3981, 615, 337, 4147, 4120, 4048, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
images/home-office/home-office_03506.jpg,Home office with white carpeting. Custom wood bookcase frames the window. The leather chair complements the bookcase. Timber by Spacecrafting.,home-office,20,home office with white carpeting custom wood bookcase frames the window the leather chair complements the bookcase timber by spacecrafting,"[1, 1792, 2589, 4147, 4120, 586, 942, 4154, 423, 1490, 3738, 4139, 3738, 2129, 631, 786, 3738, 423, 3788, 527, 3474, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
images/living-room/living-room_01283.jpg,"Layering neutrals, textures, and materials creates a comfortable, light elegance in this seating area. Featuring pieces from Ligne Roset, Gubi, Meridiani, and Moooi.",living-room,23,layering neutrals textures and materials creates a comfortable light elegance in this seating area featuring pieces from ligne roset gubi meridiani and moooi,"[1, 2117, 2530, 3731, 137, 2333, 904, 7, 772, 2167, 1190, 1858, 3759, 3257, 198, 1366, 2794, 1506, 3, 3, 3, 3, 137, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
images/living-room/living-room_02313.jpg,"Kim Grant, Architect; Elizabeth Barkett, Interior Designer - Ross Thiele & Sons Ltd.; Theresa Clark, Landscape Architect; Gail Owens, open concept travertine floor living room with white walls, no fireplace and a media wall",living-room,34,kim grant architect elizabeth barkett interior designer ross thiele sons ltd theresa clark landscape architect gail owens open concept travertine floor living room with white walls no fireplace and a media wall,"[1, 2036, 1622, 189, 1203, 285, 1922, 1014, 3169, 3753, 3458, 2249, 3746, 697, 2086, 189, 1528, 2671, 2609, 798, 3858, 1440, 2204, 3160, 4147, 4120, 4048, 2550, 1407, 137, 7, 2363, 4044, 2, 0, 0, 0, 0, 0, 0]"
images/bathroom/bathroom_03192.jpg,"Interior Design: : Inspiro 8 Studios dark wood floor bathroom with an undermount sink, marble countertops, white cabinets and flat-panel cabinets",bathroom,21,interior design inspiro studios dark wood floor bathroom with an undermount sink marble countertops white cabinets and flat panel cabinets,"[1, 1922, 1012, 1905, 3605, 964, 4154, 1440, 310, 4147, 133, 3912, 3386, 2303, 873, 4120, 536, 137, 1429, 2699, 536, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
images/living-room/living-room_01387.jpg,"Open Concept living room with original fireplace and tongue and groove ceilings. New Epoxy floors. open concept gray floor living room with white walls, a standard fireplace, a brick fireplace and a wall-mounted tv",living-room,34,open concept living room with original fireplace and tongue and groove ceilings new epoxy floors open concept gray floor living room with white walls a standard fireplace a brick fireplace and a wall mounted tv,"[1, 2609, 798, 2204, 3160, 4147, 2632, 1407, 137, 3812, 137, 1646, 616, 2532, 3, 1442, 2609, 798, 1629, 1440, 2204, 3160, 4147, 4120, 4048, 7, 3531, 1407, 7, 465, 1407, 137, 7, 4044, 2468, 3898, 2, 0, 0, 0]"
images/kitchen/kitchen_01031.jpg,"Vertical Lift Appliance Garage In Open Position Kitchen - porcelain tile and brown floor kitchen with a single-bowl sink, white cabinets, quartz countertops, green backsplash, ceramic backsplash, stainless steel appliances, an island, white countertops and recessed-panel cabinets",kitchen,37,vertical lift appliance garage in open position kitchen porcelain tile and brown floor kitchen with a single bowl sink white cabinets quartz countertops green backsplash ceramic backsplash stainless steel appliances an island white countertops and recessed panel cabinets,"[1, 3997, 2166, 173, 1534, 1858, 2609, 2862, 2042, 2856, 3782, 137, 489, 1440, 2042, 4147, 7, 3385, 438, 3386, 4120, 536, 2955, 873, 1634, 263, 626, 263, 3524, 3555, 174, 133, 1938, 4120, 873, 137, 3011, 2699, 536, 2]"
images/bathroom/bathroom_00789.jpg,"Urban bathroom added to back of home. The homeowner wanted more space to entertain family and friends in her home. Morey Remodeling accomplished this by adding a second bedroom with bathroom to the back of the house and remodeling the kitchen, living room and master bathroom.",bathroom,46,urban bathroom added to back of home the homeowner wanted more space to entertain family and friends in her home morey remodeling accomplished this by adding a second bedroom with bathroom to the back of the house and remodeling the kitchen living room and master bathroom,"[1, 3945, 310, 49, 3797, 258, 2583, 1792, 3738, 1794, 4051, 2452, 3473, 3797, 1249, 1346, 137, 1504, 1858, 1745, 1792, 3, 3066, 3, 3759, 527, 50, 7, 3262, 337, 4147, 310, 3797, 3738, 258, 2583, 3738, 1811, 137, 2]"
images/kitchen/kitchen_03260.jpg,Beautiful Taj Mahal Quartzite counters with a Full Wall backsplash Kitchen - kitchen,kitchen,13,beautiful taj mahal quartzite counters with a full wall backsplash kitchen kitchen,"[1, 328, 3683, 2270, 2956, 871, 4147, 7, 1512, 4044, 263, 2042, 2042, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
images/home-office/home-office_01885.jpg,"Home office decorated by Aspen Design Room, vaulted ceilings, stunning views and elegant furnishings create an professional yet inviting space. freestanding desk light wood floor and brown floor study room with beige walls",home-office,33,home office decorated by aspen design room vaulted ceilings stunning views and elegant furnishings create an professional yet inviting space freestanding desk light wood floor and brown floor study room with beige walls,"[1, 1792, 2589, 986, 527, 228, 1012, 3160, 3981, 616, 3608, 4011, 137, 1191, 1522, 902, 133, 2918, 4187, 1933, 3473, 1498, 1021, 2167, 4154, 1440, 137, 489, 1440, 3607, 3160, 4147, 345, 4048, 2, 0, 0, 0, 0, 0]"
images/living-room/living-room_03738.jpg,"formal medium tone wood floor living room with white walls, a standard fireplace, a brick fireplace and a media wall",living-room,20,formal medium tone wood floor living room with white walls a standard fireplace a brick fireplace and a media wall,"[1, 1471, 2365, 3809, 4154, 1440, 2204, 3160, 4147, 4120, 4048, 7, 3531, 1407, 7, 465, 1407, 137, 7, 2363, 4044, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
images/pool/poolroom_03713.jpg,Custom in ground pool and spa along with pool cabana backyard stone and rectangular pool landscaping remodel,pool,17,custom in ground pool and spa along with pool cabana backyard stone and rectangular pool landscaping remodel,"[1, 942, 1858, 1649, 2848, 137, 3472, 109, 4147, 2848, 530, 265, 3571, 137, 3020, 2848, 2087, 3063, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
images/bedroom/bedroom_02316.jpg,1950s master medium tone wood floor bedroom with white walls and no fireplace,bedroom,13,s master medium tone wood floor bedroom with white walls and no fireplace,"[1, 3188, 2324, 2365, 3809, 4154, 1440, 337, 4147, 4120, 4048, 137, 2550, 1407, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
images/bedroom/bedroom_00373.jpg,"The Master Bedroom continues the theme of cool and warm, this time using all whites and neutrals and mixing in even more natural elements like seagrass, rattan, and greenery. The showstopper is the stained wood ceiling with an intricate yet geometric pattern. The master has retractable glass doors separating it and its private lanai.",bedroom,54,the master bedroom continues the theme of cool and warm this time using all whites and neutrals and mixing in even more natural elements like seagrass rattan and greenery the showstopper is the stained wood ceiling with an intricate yet geometric pattern the master has retractable glass doors separating it and its private lanai,"[1, 3738, 2324, 337, 824, 3738, 3741, 2583, 846, 137, 4054, 3759, 3790, 3955, 97, 4121, 137, 2530, 137, 2424, 1858, 1288, 2452, 2506, 1194, 2172, 3, 2991, 137, 1635, 3738, 3, 1937, 3738, 3523, 4154, 615, 4147, 133, 2]"
images/home-office/home-office_00571.jpg,"Bright home office, located right off of the main entry, features built ins for storage and display of collected artifacts. Soft, blue walls with a pop of color in the artwork, and accents of brass metal throughout set the tone for the rest of the spaces in the home.",home-office,49,bright home office located right off of the main entry features built ins for storage and display of collected artifacts soft blue walls with a pop of color in the artwork and accents of brass metal throughout set the tone for the rest of the spaces in the home,"[1, 469, 1792, 2589, 2214, 3129, 2584, 2583, 3738, 2272, 1255, 1365, 506, 1897, 1467, 3578, 137, 1061, 2583, 744, 210, 3440, 406, 4048, 4147, 7, 2852, 2583, 752, 1858, 3738, 218, 137, 23, 2583, 453, 2379, 3773, 3300, 2]"
images/home-office/home-office_00193.jpg,Ed Butera Home office - freestanding desk beige floor home office with white walls,home-office,14,ed butera home office freestanding desk beige floor home office with white walls,"[1, 1171, 520, 1792, 2589, 1498, 1021, 345, 1440, 1792, 2589, 4147, 4120, 4048, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
images/bathroom/bathroom_02513.jpg,"touches with up-to-date appointments make this a comfortable, striking master bath. ornate master beige tile and porcelain tile travertine floor bathroom with an undermount sink, recessed-panel cabinets, dark wood cabinets, gray walls and granite countertops",bathroom,35,touches with up to date appointments make this a comfortable striking master bath ornate master beige tile and porcelain tile travertine floor bathroom with an undermount sink recessed panel cabinets dark wood cabinets gray walls and granite countertops,"[1, 3824, 4147, 3932, 3797, 3, 3, 2281, 3759, 7, 772, 3594, 2324, 308, 2636, 2324, 345, 3782, 137, 2856, 3782, 3858, 1440, 310, 4147, 133, 3912, 3386, 3011, 2699, 536, 964, 4154, 536, 1629, 4048, 137, 1621, 873, 2]"
images/home-office/home-office_02227.jpg,freestanding desk carpeted study room with beige walls,home-office,8,freestanding desk carpeted study room with beige walls,"[1, 1498, 1021, 585, 3607, 3160, 4147, 345, 4048, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
images/living-room/living-room_03128.jpg,open concept living room with white walls and no tv,living-room,10,open concept living room with white walls and no tv,"[1, 2609, 798, 2204, 3160, 4147, 4120, 4048, 137, 2550, 3898, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
images/pool/poolroom_01135.jpg,Hot tub - backyard concrete paver and rectangular natural hot tub idea,pool,12,hot tub backyard concrete paver and rectangular natural hot tub idea,"[1, 1809, 3884, 265, 799, 2730, 137, 3020, 2506, 1809, 3884, 1833, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
images/bedroom/bedroom_01066.jpg,Master Bedroom Sara Essex Bradley master medium tone wood floor bedroom with yellow walls,bedroom,14,master bedroom sara essex bradley master medium tone wood floor bedroom with yellow walls,"[1, 2324, 337, 3206, 1277, 447, 2324, 2365, 3809, 4154, 1440, 337, 4147, 4186, 4048, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
images/pool/poolroom_03873.jpg,"Pool with sun shelf, swim up bar, fire bowl, floor lights",pool,11,pool with sun shelf swim up bar fire bowl floor lights,"[1, 2848, 4147, 3630, 3335, 3665, 3932, 281, 1401, 438, 1440, 2171, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
images/bedroom/bedroom_00005.jpg,light wood floor and beige floor bedroom with beige walls,bedroom,10,light wood floor and beige floor bedroom with beige walls,"[1, 2167, 4154, 1440, 137, 345, 1440, 337, 4147, 345, 4048, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
